TOTAL_MATCHES=1472 FILES_SCANNED=626
rel_path:line [pattern] class::func | code
tests/test_m5_sprint61_live_clock.py:  95 [clock var             ] -::test_deadline_missed_fail | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready))
tests/test_m5_sprint61_live_clock.py: 115 [clock var             ] -::- | # 9 — restart nao duplica candle (live clock floor vs prev)
tests/test_m5_sprint61_live_clock.py: 117 [clock var             ] -::test_restart_no_duplicate | from mercury_ai.operations.m5_operational.clock import M5Clock
tests/test_m5_sprint61_live_clock.py: 120 [clock var             ] -::test_restart_no_duplicate | clock = M5Clock(runner=runner, config=m5cfg)
tests/test_m5_sprint61_live_clock.py: 121 [clock var             ] -::test_restart_no_duplicate | r1 = clock.run_cycles_blocking(count=2)
tests/test_m5_sprint61_live_clock.py: 123 [datetime.fromisoformat] -::test_restart_no_duplicate | last = datetime.fromisoformat(str(pre[-1]).replace("Z", "+00:00"))
tests/test_m5_sprint61_live_clock.py: 124 [timedelta             ] -::test_restart_no_duplicate | expected_next = floor_m5(last) + timedelta(minutes=5)
tests/test_m5_sprint61_live_clock.py: 129 [isoformat             ] -::test_restart_no_duplicate | assert r2[0]["target_candle"] == expected_next.isoformat()
tests/test_m5_sprint61_live_clock.py: 251 [datetime ctor         ] -::test_report_separates_qualifying | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py: 253 [datetime ctor         ] -::test_report_separates_qualifying | LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc), datetime(2026, 9, 3, 10, 5, 20, tzinfo=timezone.utc)),  # PASS
tests/test_m5_sprint61_live_clock.py: 254 [datetime ctor         ] -::test_report_separates_qualifying | LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc), datetime(2026, 9, 3, 10, 10, 1, tzinfo=timezone.utc)),  # FAIL
tests/test_m5_sprint61_live_clock.py: 255 [datetime ctor         ] -::test_report_separates_qualifying | LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, datetime(2026, 9, 3, 10, 10, tzinfo=timezone.utc), datetime(2026, 9, 3, 10, 5, 30, tzinfo=timezone.utc)),  # future NONQ
tests/test_m5_sprint62_live_clock.py:  11 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
tests/test_m5_sprint62_live_clock.py:  25 [datetime.fromisoformat] -::_iso | return datetime.fromisoformat(s.replace("Z", "+00:00"))
tests/test_m5_sprint62_live_clock.py:  30 [datetime ctor         ] -::test_target_never_future_runtime_assertion | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  31 [datetime ctor         ] -::test_target_never_future_runtime_assertion | target_future = datetime(2026, 9, 3, 10, 10, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  32 [datetime ctor         ] -::test_target_never_future_runtime_assertion | ready = datetime(2026, 9, 3, 10, 10, 30, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  33 [clock var             ] -::test_target_never_future_runtime_assertion | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target_future, ready))
tests/test_m5_sprint62_live_clock.py:  45 [datetime ctor         ] -::test_target_future_never_pass_even_with_positive_margin | clock = datetime(2026, 9, 3, 10, 2, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  46 [datetime ctor         ] -::test_target_future_never_pass_even_with_positive_margin | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  47 [datetime ctor         ] -::test_target_future_never_pass_even_with_positive_margin | ready = datetime(2026, 9, 3, 10, 5, 20, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  48 [clock var             ] -::test_target_future_never_pass_even_with_positive_margin | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready))
tests/test_m5_sprint62_live_clock.py:  59 [datetime.now          ] -::test_live_clock_target_derived_from_utc_real | now = datetime.now(timezone.utc)
tests/test_m5_sprint62_live_clock.py:  61 [timedelta             ] -::test_live_clock_target_derived_from_utc_real | ready = now + timedelta(seconds=10)
tests/test_m5_sprint62_live_clock.py:  67 [datetime ctor         ] -::test_negative_latency_non_qualifying | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  68 [datetime ctor         ] -::test_negative_latency_non_qualifying | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  69 [datetime ctor         ] -::test_negative_latency_non_qualifying | ready_before = datetime(2026, 9, 3, 10, 4, 59, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  70 [clock var             ] -::test_negative_latency_non_qualifying | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready_before))
tests/test_m5_sprint62_live_clock.py:  76 [datetime ctor         ] -::test_qualifying_pass_requires_decision_after_close_before_next | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  77 [datetime ctor         ] -::test_qualifying_pass_requires_decision_after_close_before_next | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  78 [datetime ctor         ] -::test_qualifying_pass_requires_decision_after_close_before_next | ready_ok = datetime(2026, 9, 3, 10, 5, 20, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  79 [clock var             ] -::test_qualifying_pass_requires_decision_after_close_before_next | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready_ok))
tests/test_m5_sprint62_live_clock.py:  86 [datetime ctor         ] -::test_qualifying_fail_when_at_or_after_next | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  87 [datetime ctor         ] -::test_qualifying_fail_when_at_or_after_next | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  88 [datetime ctor         ] -::test_qualifying_fail_when_at_or_after_next | ready_at = datetime(2026, 9, 3, 10, 10, 0, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  89 [clock var             ] -::test_qualifying_fail_when_at_or_after_next | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready_at))
tests/test_m5_sprint62_live_clock.py:  92 [datetime ctor         ] -::test_qualifying_fail_when_at_or_after_next | ready_after = datetime(2026, 9, 3, 10, 10, 1, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py:  93 [clock var             ] -::test_qualifying_fail_when_at_or_after_next | rep2 = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready_after))
tests/test_m5_sprint62_live_clock.py: 138 [datetime ctor         ] -::test_temporal_fields_present_in_classify | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py: 139 [datetime ctor         ] -::test_temporal_fields_present_in_classify | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py: 140 [datetime ctor         ] -::test_temporal_fields_present_in_classify | ready = datetime(2026, 9, 3, 10, 5, 30, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py: 141 [clock var             ] -::test_temporal_fields_present_in_classify | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready))
tests/test_m5_sprint62_live_clock.py: 151 [clock var             ] -::test_no_duplicate_target_sequential_blocking | from mercury_ai.operations.m5_operational.clock import M5Clock
tests/test_m5_sprint62_live_clock.py: 154 [clock var             ] -::test_no_duplicate_target_sequential_blocking | clock = M5Clock(runner=runner, config=m5cfg)
tests/test_m5_sprint62_live_clock.py: 155 [clock var             ] -::test_no_duplicate_target_sequential_blocking | r1 = clock.run_cycles_blocking(count=3)
tests/test_m5_sprint62_live_clock.py: 177 [clock var             ] -::test_restart_no_duplicate_target | from mercury_ai.operations.m5_operational.clock import M5Clock
tests/test_m5_sprint62_live_clock.py: 180 [clock var             ] -::test_restart_no_duplicate_target | clock = M5Clock(runner=runner, config=m5cfg)
tests/test_m5_sprint62_live_clock.py: 181 [clock var             ] -::test_restart_no_duplicate_target | r1 = clock.run_cycles_blocking(count=2)
tests/test_m5_sprint62_live_clock.py: 184 [timedelta             ] -::test_restart_no_duplicate_target | expected_next = floor_m5(last) + timedelta(minutes=5)
tests/test_m5_sprint62_live_clock.py: 189 [isoformat             ] -::test_restart_no_duplicate_target | assert r2[0]["target_candle"] == expected_next.isoformat()
tests/test_m5_sprint62_live_clock.py: 215 [clock var             ] -::test_aggregate_live_clock_honest | # Use clock that covers all targets (clock >= last target) so none is future
tests/test_m5_sprint62_live_clock.py: 216 [datetime ctor         ] -::test_aggregate_live_clock_honest | clock = datetime(2026, 9, 3, 10, 20, tzinfo=timezone.utc)
tests/test_m5_sprint62_live_clock.py: 219 [datetime ctor         ] -::test_aggregate_live_clock_honest | t = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc) + timedelta(minutes=5*i)
tests/test_m5_sprint62_live_clock.py: 220 [timedelta             ] -::test_aggregate_live_clock_honest | ready = t + timedelta(seconds=20)
tests/test_m5_sprint62_live_clock.py: 221 [clock var             ] -::test_aggregate_live_clock_honest | reps.append(classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, t, ready)))
tests/test_m5_sprint63_data_integrity.py:  57 [timezone              ] -::test_stale_never_becomes_fresh | from datetime import datetime, timezone
tests/test_m5_sprint63_data_integrity.py:  59 [datetime ctor         ] -::test_stale_never_becomes_fresh | dec = datetime(2026, 9, 3, 10, 0, 0, tzinfo=timezone.utc)
tests/test_m5_sprint63_data_integrity.py:  60 [datetime ctor         ] -::test_stale_never_becomes_fresh | latest = datetime(2026, 9, 3, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_sprint63_data_integrity.py: 107 [import time           ] -::test_timeout_classified_explicitly | import time
tests/test_m5_sprint63_data_integrity.py: 115 [time.sleep            ] -::slow | time.sleep(0.5)
tests/test_m5_sprint63_data_integrity.py: 139 [timezone              ] -::test_four_states_remain_explicit | from datetime import datetime, timezone
tests/test_m5_sprint63_data_integrity.py: 143 [datetime.now          ] -::test_four_states_remain_explicit | now = datetime.now(timezone.utc)
tests/test_m5_sprint63_recovery.py:   5 [import time           ] -::- | import time
tests/test_m5_sprint63_recovery.py:   7 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
tests/test_m5_sprint63_recovery.py:  53 [clock var             ] -::test_no_duplicate_target_across_blocking_cycles | from mercury_ai.operations.m5_operational.clock import M5Clock
tests/test_m5_sprint63_recovery.py:  57 [clock var             ] -::test_no_duplicate_target_across_blocking_cycles | clock = M5Clock(runner=runner, config=cfg)
tests/test_m5_sprint63_recovery.py:  58 [clock var             ] -::test_no_duplicate_target_across_blocking_cycles | reports = clock.run_cycles_blocking(count=6)
tests/test_m5_sprint63_recovery.py:  63 [datetime.fromisoformat] -::test_no_duplicate_target_across_blocking_cycles | a = datetime.fromisoformat(str(targets[i-1]).replace("Z", "+00:00"))
tests/test_m5_sprint63_recovery.py:  64 [datetime.fromisoformat] -::test_no_duplicate_target_across_blocking_cycles | b = datetime.fromisoformat(str(targets[i]).replace("Z", "+00:00"))
tests/test_m5_sprint63_resilience.py:   6 [import time           ] -::- | import time
tests/test_m5_sprint64_audit.py:   4 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
tests/test_m5_sprint64_replay.py:   4 [timezone              ] -::- | from datetime import datetime, timezone
tests/test_m5_sprint6_live.py:  17 [import time           ] -::- | import time, threading, uuid
tests/test_m5_sprint6_live.py:  18 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
tests/test_m5_sprint6_live.py:  25 [clock var             ] -::- | from mercury_ai.operations.m5_operational.clock import M5Clock
tests/test_m5_sprint6_live.py:  36 [datetime ctor         ] -::test_deadline_metric_definitions | tc = datetime(2026, 9, 3, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_sprint6_live.py:  40 [datetime ctor         ] -::test_deadline_metric_definitions | assert ncs == datetime(2026, 9, 3, 10, 10, 0, tzinfo=timezone.utc)
tests/test_m5_sprint6_live.py:  42 [datetime ctor         ] -::test_deadline_metric_definitions | dr = datetime(2026, 9, 3, 10, 5, 30, tzinfo=timezone.utc)
tests/test_m5_sprint6_live.py:  48 [datetime ctor         ] -::test_deadline_metric_definitions | dr2 = datetime(2026, 9, 3, 10, 10, 1, tzinfo=timezone.utc)
tests/test_m5_sprint6_live.py:  58 [datetime ctor         ] -::test_deadline_aggregate_percentiles | base = datetime(2026, 9, 3, 10, 0, 0, tzinfo=timezone.utc)
tests/test_m5_sprint6_live.py:  61 [timedelta             ] -::test_deadline_aggregate_percentiles | tc = base + timedelta(minutes=5*i)
tests/test_m5_sprint6_live.py:  63 [timedelta             ] -::test_deadline_aggregate_percentiles | dr = ncs - timedelta(seconds=margin)
tests/test_m5_sprint6_live.py: 133 [clock var             ] -::test_controlled_shutdown_and_resume_next_m5 | clock = M5Clock(runner=runner, config=m5cfg)
tests/test_m5_sprint6_live.py: 135 [clock var             ] -::test_controlled_shutdown_and_resume_next_m5 | r1 = clock.run_cycles_blocking(count=2)
tests/test_m5_sprint6_live.py: 138 [clock var             ] -::test_controlled_shutdown_and_resume_next_m5 | clock.stop(timeout=5)
tests/test_m5_sprint6_live.py: 140 [clock var             ] -::test_controlled_shutdown_and_resume_next_m5 | # simulate process restart: new runner/clock, should resume NEXT M5 (not replay same)
tests/test_m5_sprint6_live.py: 145 [datetime.fromisoformat] -::test_controlled_shutdown_and_resume_next_m5 | last = datetime.fromisoformat(str(pre_targets[-1]).replace("Z", "+00:00"))
tests/test_m5_sprint6_live.py: 146 [timedelta             ] -::test_controlled_shutdown_and_resume_next_m5 | expected_next = floor_m5(last) + timedelta(minutes=5)
tests/test_m5_sprint6_live.py: 148 [isoformat             ] -::test_controlled_shutdown_and_resume_next_m5 | assert r2[0]["target_candle"] == expected_next.isoformat()
tests/test_m5_sprint6_live.py: 162 [time.sleep            ] -::test_watchdog_still_configured_and_not_firing_spuriously | time.sleep(0.06)
tests/test_m5_sprint6_live.py: 164 [time.sleep            ] -::test_watchdog_still_configured_and_not_firing_spuriously | time.sleep(0.15)
tests/test_m5_sprint6_live.py: 259 [datetime ctor         ] -::test_legacy_incrementals_still_importable | assert floor_m5(datetime(2026, 9, 3, 10, 7, tzinfo=timezone.utc)) == datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_performance_collector.py:   3 [import time           ] -::- | import time
tests/test_performance_collector.py:   9 [time.sleep            ] -::test_performance_collector_integration | time.sleep(0.01)
tests/test_performance_collector.py:  11 [time.sleep            ] -::test_performance_collector_integration | time.sleep(0.02)
